     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      7168,         1,         0,   0.111,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     10240,         1,         0,   0.158,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     14336,         1,         0,   0.220,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     19456,         3,         0,   0.302,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
    249856,         3,         0,    8.37,pymatching,5331dfa6870b2633256fc5921a1510b2734fd51cf757e6d51c3ecec523667441,"{""d"":9,""k"":27,""p"":0.0007}",
     42415,         0,         0,    1.84,pymatching,fe4aa5032bc16f1d53cb7915de5a97c156af729dc67e7e6214ac129e2d2ad32f,"{""d"":11,""k"":33,""p"":0.0003}",
     26624,         3,         0,   0.402,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
       273,         0,         0,   0.013,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      1024,         0,         0,   0.035,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      1024,         0,         0,   0.034,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      1024,         0,         0,   0.034,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      2048,         0,         0,   0.068,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      2048,         0,         0,   0.068,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      3072,         0,         0,   0.102,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      4096,         0,         0,   0.137,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
     36864,         8,         0,   0.575,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      5120,         0,         0,   0.175,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      5120,         0,         0,   0.280,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      7168,         0,         0,   0.344,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
     52224,        12,         0,   0.801,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     11264,         0,         0,   0.406,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
      9216,         0,         0,   0.593,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
